,hgnc_symbol,Gene
31780,Y_RNA,ENSG00000252085
31781,U7,ENSG00000252090
31782,SNORD112,ENSG00000252170
31783,U6,ENSG00000252172
31784,U7,ENSG00000252174
31785,U2,ENSG00000252184
31786,U7,ENSG00000252195
31787,U6,ENSG00000252245
31788,7SK,ENSG00000252257
31789,5S_rRNA,ENSG00000252301
31790,5S_rRNA,ENSG00000252302
31791,AC104183.1,ENSG00000252306
31792,5S_rRNA,ENSG00000252336
31793,U6,ENSG00000252348
31794,Y_RNA,ENSG00000252398
31795,SCARNA21,ENSG00000252409
31796,U5,ENSG00000252410
31797,Y_RNA,ENSG00000252420
31798,snoU13,ENSG00000252435
31799,Y_RNA,ENSG00000252442
31800,U6,ENSG00000252449
31801,hsa-mir-2115,ENSG00000252466
31802,AC097015.2,ENSG00000252504
31803,AC092905.1,ENSG00000252541
31804,U6,ENSG00000252562
31805,U6,ENSG00000252581
31806,U6atac,ENSG00000252620
31807,U6,ENSG00000252626
31808,U6,ENSG00000252641
31809,5S_rRNA,ENSG00000252642
31810,U6,ENSG00000252651
31811,AC099545.1,ENSG00000252662
31812,U7,ENSG00000252700
31813,AC067718.1,ENSG00000252733
31814,5S_rRNA,ENSG00000252745
31815,U6,ENSG00000252751
31816,U2,ENSG00000252763
31817,U6,ENSG00000252768
31818,U6,ENSG00000252786
31819,SNORD19B,ENSG00000252787
31820,5S_rRNA,ENSG00000252828
31821,U7,ENSG00000252885
31822,U6,ENSG00000252889
31823,Y_RNA,ENSG00000252894
31824,U7,ENSG00000252911
31825,U6,ENSG00000252914
31826,U6,ENSG00000252937
31827,U6,ENSG00000252953
31828,Y_RNA,ENSG00000252965
31829,AC090644.1,ENSG00000252976
31830,U6,ENSG00000252980
31831,7SK,ENSG00000252982
31832,SNORA31,ENSG00000252989
31833,U8,ENSG00000253004
31834,7SK,ENSG00000253020
31835,SNORA43,ENSG00000253049
31836,U7,ENSG00000253056
31837,U7,ENSG00000253062
31838,SNORD112,ENSG00000253076
31839,U4atac,ENSG00000253081
31840,U6,ENSG00000253087
31841,SNORA81,ENSG00000253092
31842,LAP3,ENSG00000002549
31843,HS3ST1,ENSG00000002587
31844,CD38,ENSG00000004468
31845,CCDC109B,ENSG00000005059
31846,PROM1,ENSG00000007062
31847,MAN2B2,ENSG00000013288
31848,TACC3,ENSG00000013810
31849,SLC30A9,ENSG00000014824
31850,RUFY3,ENSG00000018189
31851,ACCN5,ENSG00000023843
31852,IBSP,ENSG00000029559
31853,UBA6,ENSG00000033178
31854,STAP1,ENSG00000035720
31855,RFC1,ENSG00000035928
31856,AGA,ENSG00000038002
31857,PI4K2B,ENSG00000038210
31858,BOD1L,ENSG00000038219
31859,TLL1,ENSG00000038295
31860,POLR2B,ENSG00000047315
31861,ARAP2,ENSG00000047365
31862,FAM184B,ENSG00000047662
31863,CC2D2A,ENSG00000048342
31864,TNIP3,ENSG00000050730
31865,FNIP2,ENSG00000052795
31866,SC4MOL,ENSG00000052802
31867,ANAPC4,ENSG00000053900
31868,C4orf27,ENSG00000056050
31869,NPFFR2,ENSG00000056291
31870,PET112L,ENSG00000059691
31871,GUCY1B3,ENSG00000061918
31872,RNF4,ENSG00000063978
31873,LIMCH1,ENSG00000064042
31874,TBC1D1,ENSG00000065882
31875,FGFR3,ENSG00000068078
31876,DAPP1,ENSG00000070190
31877,WDR1,ENSG00000071127
31878,ARHGAP10,ENSG00000071205
31879,LNX1,ENSG00000072201
31880,CRMP1,ENSG00000072832
31881,EVC,ENSG00000072840
31882,ALPK1,ENSG00000073331
31883,PPP2R2C,ENSG00000074211
31884,TXK,ENSG00000074966
31885,FRYL,ENSG00000075539
31886,PHF17,ENSG00000077684
31887,UBE2K,ENSG00000078140
31888,N4BP2,ENSG00000078177
31889,AFM,ENSG00000079557
31890,SLC4A4,ENSG00000080493
31891,CXCL2,ENSG00000081041
31892,AFP,ENSG00000081051
31893,C4orf6,ENSG00000082929
31894,FAT1,ENSG00000083857
31895,YTHDC1,ENSG00000083896
31896,C4orf14,ENSG00000084092
31897,REST,ENSG00000084093
31898,MGST2,ENSG00000085871
31899,ACOX3,ENSG00000087008
31900,TMPRSS11E2,ENSG00000087128
31901,SH3BP2,ENSG00000087266
31902,NOP14,ENSG00000087269
31903,ADD1,ENSG00000087274
31904,F11,ENSG00000088926
31905,MAEA,ENSG00000090316
31906,EXOC1,ENSG00000090989
31907,SEL1L3,ENSG00000091490
31908,PHOX2B,ENSG00000109132
31909,TMEM33,ENSG00000109133
31910,GABRA4,ENSG00000109158
31911,GNRHR,ENSG00000109163
31912,SLAIN2,ENSG00000109171
31913,OCIAD1,ENSG00000109180
31914,UGT2B10,ENSG00000109181
31915,CWH43,ENSG00000109182
31916,DCUN1D4,ENSG00000109184
31917,USP46,ENSG00000109189
31918,SULT1E1,ENSG00000109193
31919,ODAM,ENSG00000109205
31920,SMR3A,ENSG00000109208
31921,CHIC2,ENSG00000109220
31922,NMU,ENSG00000109255
31923,KIAA1211,ENSG00000109265
31924,MAPKSP1,ENSG00000109270
31925,PF4V1,ENSG00000109272
31926,NFKB1,ENSG00000109320
31927,AREG,ENSG00000109321
31928,MANBA,ENSG00000109323
31929,UBE2D3,ENSG00000109332
31930,MAPK10,ENSG00000109339
31931,ELF2,ENSG00000109381
31932,NDUFC1,ENSG00000109390
31933,UCP1,ENSG00000109424
31934,TBC1D9,ENSG00000109436
31935,ZNF330,ENSG00000109445
31936,INPP4B,ENSG00000109452
31937,GAB1,ENSG00000109458
31938,KLHL2,ENSG00000109466
31939,IL2,ENSG00000109471
31940,CPE,ENSG00000109472
31941,RPL34,ENSG00000109475
31942,WFS1,ENSG00000109501
31943,ANXA10,ENSG00000109511
31944,GRPEL1,ENSG00000109519
31945,GAR1,ENSG00000109534
31946,FRG1,ENSG00000109536
31947,CLCN3,ENSG00000109572
31948,AADAT,ENSG00000109576
31949,GALNT7,ENSG00000109586
31950,DHX15,ENSG00000109606
31951,SOD3,ENSG00000109610
31952,SEPSECS,ENSG00000109618
31953,CPZ,ENSG00000109625
31954,TRIM2,ENSG00000109654
31955,SLC2A9,ENSG00000109667
31956,FBXW7,ENSG00000109670
31957,NEIL3,ENSG00000109674
31958,TBC1D19,ENSG00000109680
31959,CLNK,ENSG00000109684
31960,WHSC1,ENSG00000109685
31961,SH3D19,ENSG00000109686
31962,STIM2,ENSG00000109689
31963,NKX3-2,ENSG00000109705
31964,TETRAN,ENSG00000109736
31965,GLRB,ENSG00000109738
31966,BST1,ENSG00000109743
31967,RAPGEF2,ENSG00000109756
31968,HGFAC,ENSG00000109758
31969,SNX25,ENSG00000109762
31970,LRP2BP,ENSG00000109771
31971,UFSP2,ENSG00000109775
31972,KLF3,ENSG00000109787
31973,KLHL5,ENSG00000109790
31974,FAM149A,ENSG00000109794
31975,NCAPG,ENSG00000109805
31976,UGDH,ENSG00000109814
31977,PPARGC1A,ENSG00000109819
31978,FBXL5,ENSG00000118564
31979,MED28,ENSG00000118579
31980,PKD2,ENSG00000118762
31981,ABCG2,ENSG00000118777
31982,SPP1,ENSG00000118785
31983,STBD1,ENSG00000118804
31984,CCNI,ENSG00000118816
31985,GRIA2,ENSG00000120251
31986,SLC10A7,ENSG00000120519
31987,NACA3P,ENSG00000121089
31988,LRAT,ENSG00000121207
31989,KIAA0922,ENSG00000121210
31990,MND1,ENSG00000121211
31991,PDS5A,ENSG00000121892
31992,TMEM156,ENSG00000121895
31993,LIAS,ENSG00000121897
31994,EXOSC9,ENSG00000123737
31995,PLA2G12A,ENSG00000123739
31996,MXD4,ENSG00000123933
31997,RP11-663P9.2,ENSG00000124399
31998,ATP8A1,ENSG00000124406
31999,CXCL6,ENSG00000124875
32000,EREG,ENSG00000124882
32001,SH3TC1,ENSG00000125089
32002,C4orf8,ENSG00000125386
32003,GRK4,ENSG00000125388
32004,CSN1S1,ENSG00000126545
32005,STATH,ENSG00000126549
32006,HTN1,ENSG00000126550
32007,IDUA,ENSG00000127415
32008,FGFRL1,ENSG00000127418
32009,TMEM175,ENSG00000127419
32010,AF146191.1,ENSG00000127589
32011,SRD5A3,ENSG00000128039
32012,SPINK2,ENSG00000128040
32013,RASL11B,ENSG00000128045
32014,PAICS,ENSG00000128050
32015,KDR,ENSG00000128052
32016,PPAT,ENSG00000128059
32017,PALLD,ENSG00000129116
32018,SPCS3,ENSG00000129128
32019,DCTD,ENSG00000129187
32020,POLN,ENSG00000130997
32021,ZNF141,ENSG00000131127
32022,TBC1D14,ENSG00000132405
32023,TMEM128,ENSG00000132406
32024,GRSF1,ENSG00000132463
32025,ENAM,ENSG00000132464
32026,IGJ,ENSG00000132465
32027,ANKRD17,ENSG00000132466
32028,UTP3,ENSG00000132467
32029,PDE6B,ENSG00000133256
32030,TMEM165,ENSG00000134851
32031,CLOCK,ENSG00000134852
32032,PDGFRA,ENSG00000134853
32033,KLB,ENSG00000134962
32034,UGT2A3,ENSG00000135220
32035,CSN2,ENSG00000135222
32036,UGT2B28,ENSG00000135226
32037,TEC,ENSG00000135605
32038,FGFBP1,ENSG00000137440
32039,FGFBP2,ENSG00000137441
32040,CPEB2,ENSG00000137449
32041,FHDC1,ENSG00000137460
32042,TLR2,ENSG00000137462
32043,C4orf49,ENSG00000137463
32044,TTC29,ENSG00000137473
32045,NEK1,ENSG00000137601
32046,DDX60,ENSG00000137628
32047,ARHGAP24,ENSG00000138639
32048,FAM13A,ENSG00000138640
32049,HERC3,ENSG00000138641
32050,HERC6,ENSG00000138642
32051,HERC5,ENSG00000138646
32052,PCDH10,ENSG00000138650
32053,NDST4,ENSG00000138653
32054,C4orf21,ENSG00000138658
32055,AP1AR,ENSG00000138660
32056,COPS4,ENSG00000138663
32057,HNRNPD,ENSG00000138668
32058,PRKG2,ENSG00000138669
32059,RASGEF1B,ENSG00000138670
32060,SEC31A,ENSG00000138674
32061,FGF5,ENSG00000138675
32062,AGPAT9,ENSG00000138678
32063,IL21,ENSG00000138684
32064,FGF2,ENSG00000138685
32065,BBS7,ENSG00000138686
32066,KIAA1109,ENSG00000138688
32067,BMPR1B,ENSG00000138696
32068,RAP1GDS1,ENSG00000138698
32069,LARP1B,ENSG00000138709
32070,MMRN1,ENSG00000138722
32071,PDE5A,ENSG00000138735
32072,PRDM5,ENSG00000138738
32073,TRPC3,ENSG00000138741
32074,NAAA,ENSG00000138744
32075,NUP54,ENSG00000138750
32076,CXCL9,ENSG00000138755
32077,BMP2K,ENSG00000138756
32078,G3BP2,ENSG00000138757
32079,SEPT11,ENSG00000138758
32080,FRAS1,ENSG00000138759
32081,SCARB2,ENSG00000138760
32082,CCNG2,ENSG00000138764
32083,CNOT6L,ENSG00000138767
32084,USO1,ENSG00000138768
32085,CDKL2,ENSG00000138769
32086,SHROOM3,ENSG00000138771
32087,ANXA3,ENSG00000138772
32088,PPA2,ENSG00000138777
32089,CENPE,ENSG00000138778
32090,GSTCD,ENSG00000138780
32091,INTS12,ENSG00000138785
32092,ENPEP,ENSG00000138792
32093,CASP6,ENSG00000138794
32094,LEF1,ENSG00000138795
32095,HADH,ENSG00000138796
32096,EGF,ENSG00000138798
32097,PAPSS1,ENSG00000138801
32098,SEC24B,ENSG00000138802
32099,C4orf17,ENSG00000138813
32100,PPP3CA,ENSG00000138814
32101,SLC39A8,ENSG00000138821
32102,MTTP,ENSG00000138823
32103,PLK4,ENSG00000142731
32104,SLIT2,ENSG00000145147
32105,DGKQ,ENSG00000145214
32106,FIP1L1,ENSG00000145216
32107,SLC26A1,ENSG00000145217
32108,LYAR,ENSG00000145220
32109,CENPC1,ENSG00000145241
32110,EPHA5,ENSG00000145242
32111,CORIN,ENSG00000145244
32112,ATP10D,ENSG00000145246
32113,OCIAD2,ENSG00000145247
32114,SLC10A4,ENSG00000145248
32115,SLC10A6,ENSG00000145283
32116,SCD5,ENSG00000145284
32117,PLAC8,ENSG00000145287
32118,ENOPH1,ENSG00000145293
32119,C4orf35,ENSG00000145309
32120,GC,ENSG00000145321
32121,RG9MTD2,ENSG00000145331
32122,KLHL8,ENSG00000145332
32123,SNCA,ENSG00000145335
32124,PIGY,ENSG00000145337
32125,TBCK,ENSG00000145348
32126,CAMK2D,ENSG00000145349
32127,CISD2,ENSG00000145354
32128,DDIT4L,ENSG00000145358
32129,ANK2,ENSG00000145362
32130,TIFA,ENSG00000145365
32131,SPATA5,ENSG00000145375
32132,FABP2,ENSG00000145384
32133,CCNA2,ENSG00000145386
32134,METTL14,ENSG00000145388
32135,USP53,ENSG00000145390
32136,SETD7,ENSG00000145391
32137,NAF1,ENSG00000145414
32138,MARCH1,ENSG00000145416
32139,SFRP2,ENSG00000145423
32140,RPS3A,ENSG00000145425
32141,RNF175,ENSG00000145428
32142,PDGFC,ENSG00000145431
32143,CBR4,ENSG00000145439
32144,GLRA3,ENSG00000145451
32145,CYP4V2,ENSG00000145476
32146,LPHN3,ENSG00000150471
32147,GPM6A,ENSG00000150625
32148,WDR17,ENSG00000150627
32149,SPATA4,ENSG00000150628
32150,VEGFC,ENSG00000150630
32151,SEC24D,ENSG00000150961
32152,TKTL2,ENSG00000151005
32153,SLC7A11,ENSG00000151012
32154,CCRN4L,ENSG00000151014
32155,EIF4E,ENSG00000151247
32156,ANKRD50,ENSG00000151458
32157,SCLT1,ENSG00000151466
32158,C4orf33,ENSG00000151470
32159,SLC25A31,ENSG00000151475
32160,AC226119.4,ENSG00000151539
32161,QDPR,ENSG00000151552
32162,MMAA,ENSG00000151611
32163,ZNF827,ENSG00000151612
32164,POU4F2,ENSG00000151615
32165,EDNRA,ENSG00000151617
32166,NR3C2,ENSG00000151623
32167,WWC2,ENSG00000151718
32168,MLF1IP,ENSG00000151725
32169,ACSL1,ENSG00000151726
32170,SLC25A4,ENSG00000151729
32171,TDO2,ENSG00000151790
32172,CTSO,ENSG00000151792
32173,GUF1,ENSG00000151806
32174,GABRA2,ENSG00000151834
32175,RBM46,ENSG00000151962
32176,GRID2,ENSG00000152208
32177,SPARCL1,ENSG00000152583
32178,DSPP,ENSG00000152591
32179,DMP1,ENSG00000152592
32180,MEPE,ENSG00000152595
32181,PRDM8,ENSG00000152784
32182,BMP3,ENSG00000152785
32183,HNRPDL,ENSG00000152795
32184,STK32B,ENSG00000152953
32185,JAKMIP1,ENSG00000152969
32186,GPR125,ENSG00000152990
32187,LGI2,ENSG00000153012
32188,BANK1,ENSG00000153064
32189,SCOC,ENSG00000153130
32190,CLGN,ENSG00000153132
32191,SMARCA5,ENSG00000153147
32192,TMPRSS11D,ENSG00000153802
32193,C4orf19,ENSG00000154274
32194,UCHL1,ENSG00000154277
32195,SH3RF1,ENSG00000154447
32196,PDLIM3,ENSG00000154553
32197,SORBS2,ENSG00000154556
32198,CEP170L,ENSG00000154608
32199,DKK2,ENSG00000155011
32200,CYP2U1,ENSG00000155016
32201,GPR78,ENSG00000155269
32202,C4orf23,ENSG00000155275
32203,UGT2B4,ENSG00000156096
32204,DCK,ENSG00000156136
32205,ADAMTS3,ENSG00000156140
32206,PPEF2,ENSG00000156194
32207,ART3,ENSG00000156219
32208,CXCL13,ENSG00000156234
32209,ARD1B,ENSG00000156269
32210,KIT,ENSG00000157404
32211,AASDH,ENSG00000157426
32212,SLC34A2,ENSG00000157765
32213,WDR19,ENSG00000157796
32214,RAB28,ENSG00000157869
32215,SPON2,ENSG00000159674
32216,CTBP1,ENSG00000159692
32217,ZFYVE28,ENSG00000159733
32218,RGS12,ENSG00000159788
32219,RP11-4I17.1,ENSG00000162840
32220,SGCB,ENSG00000163069
32221,SPATA18,ENSG00000163071
32222,SMARCAD1,ENSG00000163104
32223,HPGDS,ENSG00000163106
32224,PDLIM5,ENSG00000163110
32225,PDHA2,ENSG00000163114
32226,C4orf37,ENSG00000163116
32227,MSX1,ENSG00000163132
32228,PACRGL,ENSG00000163138
32229,C1QTNF7,ENSG00000163145
32230,DCAF16,ENSG00000163257
32231,GNPDA2,ENSG00000163281
32232,GABRG1,ENSG00000163285
32233,GABRB1,ENSG00000163288
32234,PAQR3,ENSG00000163291
32235,NIPAL1,ENSG00000163293
32236,ANTXR2,ENSG00000163297
32237,HELQ,ENSG00000163312
32238,MRPS18C,ENSG00000163319
32239,FAM175A,ENSG00000163322
32240,CCKAR,ENSG00000163394
32241,PDCL2,ENSG00000163440
32242,IGFBP7,ENSG00000163453
32243,RP11-1286E23.2,ENSG00000163612
32244,NKX6-1,ENSG00000163623
32245,CDS1,ENSG00000163624
32246,WDFY3,ENSG00000163625
32247,COX18,ENSG00000163626
32248,PTPN13,ENSG00000163629
32249,ALB,ENSG00000163631
32250,C4orf36,ENSG00000163633
32251,PPM1K,ENSG00000163644
32252,RPL9,ENSG00000163682
32253,C4orf34,ENSG00000163683
32254,RBM47,ENSG00000163694
32255,APBB2,ENSG00000163697
32256,CXCL3,ENSG00000163734
32257,CXCL5,ENSG00000163735
32258,PPBP,ENSG00000163736
32259,PF4,ENSG00000163737
32260,MTHFD2L,ENSG00000163738
32261,CXCL1,ENSG00000163739
32262,RCHY1,ENSG00000163743
32263,CCDC158,ENSG00000163749
32264,KIAA1530,ENSG00000163945
32265,SLBP,ENSG00000163950
32266,LRPAP1,ENSG00000163956
32267,OTOP1,ENSG00000163982
32268,S100P,ENSG00000163993
32269,ABLIM2,ENSG00000163995
32270,AIMP1,ENSG00000164022
32271,SGMS2,ENSG00000164023
32272,METAP1,ENSG00000164024
32273,DNAJB14,ENSG00000164031
32274,H2AFZ,ENSG00000164032
32275,EMCN,ENSG00000164035
32276,NHEDC1,ENSG00000164037
32277,NHEDC2,ENSG00000164038
32278,BDH2,ENSG00000164039
32279,PGRMC2,ENSG00000164040
32280,SPRY1,ENSG00000164056
32281,INTU,ENSG00000164066
32282,HSPA4L,ENSG00000164070
32283,MFSD8,ENSG00000164073
32284,C4orf29,ENSG00000164074
32285,AGXT2L1,ENSG00000164089
32286,PITX2,ENSG00000164093
32287,C4ORF3,ENSG00000164096
32288,PRSS12,ENSG00000164099
32289,NDST3,ENSG00000164100
32290,HMGB2,ENSG00000164104
32291,SAP30,ENSG00000164105
32292,SCRG1,ENSG00000164106
32293,HAND2,ENSG00000164107
32294,MAD2L1,ENSG00000164109
32295,ANXA5,ENSG00000164111
32296,TMEM155,ENSG00000164112
32297,ADAD1,ENSG00000164113
32298,MAP9,ENSG00000164114
32299,GUCY1A3,ENSG00000164116
32300,FBXO8,ENSG00000164117
32301,KIAA1712,ENSG00000164118
32302,HPGD,ENSG00000164120
32303,ASB5,ENSG00000164122
32304,C4orf45,ENSG00000164123
32305,TMEM144,ENSG00000164124
32306,C4orf18,ENSG00000164125
32307,NPY1R,ENSG00000164128
32308,NPY5R,ENSG00000164129
32309,NARG1,ENSG00000164134
32310,IL15,ENSG00000164136
32311,FAM160A1,ENSG00000164142
32312,ARFIP1,ENSG00000164144
32313,HHIP,ENSG00000164161
32314,ANAPC10,ENSG00000164162
32315,ABCE1,ENSG00000164163
32316,OTUD4,ENSG00000164164
32317,LSM6,ENSG00000164167
32318,TMEM184C,ENSG00000164168
32319,PRMT10,ENSG00000164169
32320,ENPP6,ENSG00000164303
32321,CASP3,ENSG00000164305
32322,CCDC111,ENSG00000164306
32323,KIAA1430,ENSG00000164323
32324,TLR3,ENSG00000164342
32325,KLKB1,ENSG00000164344
32326,HSBP1P2,ENSG00000166530
32327,THAP9,ENSG00000168152
32328,RBPJ,ENSG00000168214
32329,ZCCHC4,ENSG00000168228
32330,IRF2,ENSG00000168310
32331,MTNR1A,ENSG00000168412
32332,RHOH,ENSG00000168421
32333,CCDC110,ENSG00000168491
32334,C4orf41,ENSG00000168538
32335,ING2,ENSG00000168556
32336,CDKN2AIP,ENSG00000168564
32337,ADAM29,ENSG00000168594
32338,NPNT,ENSG00000168743
32339,TET2,ENSG00000168769
32340,CXXC4,ENSG00000168772
32341,TSPAN5,ENSG00000168785
32342,STX18,ENSG00000168818
32343,NSG1,ENSG00000168824
32344,ZNF509,ENSG00000168826
32345,FSTL5,ENSG00000168843
32346,TNIP2,ENSG00000168884
32347,LETM1,ENSG00000168924
32348,TMEM129,ENSG00000168936
32349,CPLX1,ENSG00000168993
32350,COMMD8,ENSG00000169019
32351,ATP5I,ENSG00000169020
32352,MFSD7,ENSG00000169026
32353,PARM1,ENSG00000169116
32354,CXCL10,ENSG00000169245
32355,CXCL11,ENSG00000169248
32356,MRPL1,ENSG00000169288
32357,PGM2,ENSG00000169299
32358,IL8,ENSG00000169429
32359,RASSF6,ENSG00000169435
32360,DRD5,ENSG00000169676
32361,LDB2,ENSG00000169744
32362,TAPT1,ENSG00000169762
32363,TACR3,ENSG00000169836
32364,PCDH7,ENSG00000169851
32365,TIGD4,ENSG00000169989
32366,TMEM154,ENSG00000170006
32367,TMEM192,ENSG00000170088
32368,RNF150,ENSG00000170153
32369,GYPA,ENSG00000170180
32370,USP38,ENSG00000170185
32371,SMAD1,ENSG00000170365
32372,DCLK2,ENSG00000170390
32373,NFXL1,ENSG00000170448
32374,NUDT9,ENSG00000170502
32375,HSD17B13,ENSG00000170509
32376,COX7B2,ENSG00000170516
32377,ELOVL6,ENSG00000170522
32378,HTRA3,ENSG00000170801
32379,AC093323.3,ENSG00000170846
32380,KIAA0232,ENSG00000170871
32381,CYTL1,ENSG00000170891
32382,NUDT6,ENSG00000170917
32383,MUC7,ENSG00000171195
32384,PROL1,ENSG00000171199
32385,SMR3B,ENSG00000171201
32386,CSN3,ENSG00000171209
32387,UGT2B7,ENSG00000171234
32388,HOPX,ENSG00000171476
32389,PPID,ENSG00000171497
32390,ETFDH,ENSG00000171503
32391,RXFP1,ENSG00000171509
32392,FGG,ENSG00000171557
32393,FGA,ENSG00000171560
32394,FGB,ENSG00000171564
32395,PLRG1,ENSG00000171566
32396,RAB33B,ENSG00000172007
32397,ATOH1,ENSG00000172238
32398,MYOZ2,ENSG00000172399
32399,SYNPO2,ENSG00000172403
32400,AFF1,ENSG00000172493
32401,ADH6,ENSG00000172955
32402,TADA2B,ENSG00000173011
32403,CCDC96,ENSG00000173013
32404,EVC2,ENSG00000173040
32405,HPSE,ENSG00000173083
32406,COQ2,ENSG00000173085
32407,STOX2,ENSG00000173320
32408,C4orf31,ENSG00000173376
32409,MOBKL1A,ENSG00000173542
32410,SULT1B1,ENSG00000173597
32411,UGT2A1,ENSG00000173610
32412,RP11-18M17.1,ENSG00000173966
32413,TLR10,ENSG00000174123
32414,TLR1,ENSG00000174125
32415,TLR6,ENSG00000174130
32416,FAM53A,ENSG00000174137
32417,KIAA1239,ENSG00000174145
32418,PIGG,ENSG00000174227
32419,CHRNA9,ENSG00000174343
32420,GALNTL6,ENSG00000174473
32421,TRAM1L1,ENSG00000174599
32422,UGT8,ENSG00000174607
32423,LARP7,ENSG00000174720
32424,C4orf32,ENSG00000174749
32425,SRP72,ENSG00000174780
32426,C4orf26,ENSG00000174792
32427,THAP6,ENSG00000174796
32428,CEP135,ENSG00000174799
32429,BTC,ENSG00000174808
32430,DOK7,ENSG00000175920
32431,TRIM60,ENSG00000176979
32432,CLDN22,ENSG00000177300
32433,NAP1L5,ENSG00000177432
32434,YIPF7,ENSG00000177752
32435,RP11-606P2.1,ENSG00000177803
32436,AC108142.1,ENSG00000177822
32437,AC126281.1,ENSG00000178067
32438,ZNF518B,ENSG00000178163
32439,LCORL,ENSG00000178177
32440,RNF212,ENSG00000178222
32441,SHISA3,ENSG00000178343
32442,NEUROG2,ENSG00000178403
32443,RP11-308D13.2,ENSG00000178458
32444,AMBN,ENSG00000178522
32445,PSAPL1,ENSG00000178597
32446,RP11-455G16.1,ENSG00000178636
32447,GAK,ENSG00000178950
32448,AC097658.1,ENSG00000178972
32449,MRFAP1L1,ENSG00000178988
32450,MRFAP1,ENSG00000179010
32451,TRIML2,ENSG00000179046
32452,ZFP42,ENSG00000179059
32453,AC110760.1,ENSG00000179272
32454,NSUN7,ENSG00000179299
32455,ELMOD2,ENSG00000179387
32456,PPP1R14BP3,ENSG00000179967
32457,CRIPAK,ENSG00000179979
32458,RP11-756P10.3,ENSG00000180015
32459,RRH,ENSG00000180245
32460,TIGD2,ENSG00000180346
32461,RP13-494C23.2,ENSG00000180408
32462,ZBTB12B,ENSG00000180610
32463,GSX2,ENSG00000180613
32464,RP11-323K3.1,ENSG00000180673
32465,RP11-290F5.2,ENSG00000180712
32466,C4orf12,ENSG00000180769
32467,ARSJ,ENSG00000180801
32468,BBS12,ENSG00000181004
32469,C4orf50,ENSG00000181215
32470,HSP90AA6P,ENSG00000181359
32471,DDX60L,ENSG00000181381
32472,MAB21L2,ENSG00000181541
32473,C4orf7,ENSG00000181617
32474,RELL1,ENSG00000181826
32475,AC092535.1,ENSG00000181877
32476,CCDC149,ENSG00000181982
32477,UNC5C,ENSG00000182168
32478,ZAR1,ENSG00000182223
32479,WDR21B,ENSG00000182308
32480,RWDD4A,ENSG00000182552
32481,EPGN,ENSG00000182585
32482,ZNF721,ENSG00000182903
32483,FREM3,ENSG00000183090
32484,HSP90AA4P,ENSG00000183199
32485,LRIT3,ENSG00000183423
32486,RP11-317F4.1,ENSG00000183432
32487,TRIM61,ENSG00000183439
32488,AL132868.2,ENSG00000183504
32489,KCTD8,ENSG00000183783
32490,TRIML1,ENSG00000184108
32491,RP11-745L13.1,ENSG00000184139
32492,ADRA2C,ENSG00000184160
32493,SCFD2,ENSG00000184178
32494,FAM190A,ENSG00000184305
32495,ANP32C,ENSG00000184701
32496,SORCS2,ENSG00000184985
32497,WHSC2,ENSG00000185049
32498,NPY2R,ENSG00000185149
32499,GPRIN3,ENSG00000185477
32500,PCGF3,ENSG00000185619
32501,CLDN24,ENSG00000185758
32502,KCNIP4,ENSG00000185774
32503,NAT8L,ENSG00000185818
32504,TMPRSS11B,ENSG00000185873
32505,DEFB131,ENSG00000186146
32506,ANKRD56,ENSG00000186212
32507,CNO,ENSG00000186222
32508,RP11-180A12.3,ENSG00000186234
32509,ANKRD37,ENSG00000186352
32510,Z95704.2,ENSG00000186777
32511,QRFPR,ENSG00000186867
32512,TMPRSS11A,ENSG00000187054
32513,C4orf40,ENSG00000187533
32514,TMSL3,ENSG00000187653
32515,AMTN,ENSG00000187689
32516,ADH1A,ENSG00000187758
32517,HELT,ENSG00000187821
32518,AC097382.5,ENSG00000187904
32519,RP11-333E5.2,ENSG00000188022
32520,RP11-1396O13.14,ENSG00000188438
32521,COL25A1,ENSG00000188517
32522,BEND4,ENSG00000188848
32523,C4orf44,ENSG00000188981
32524,LRRC66,ENSG00000188993
32525,ESSPL,ENSG00000189099
32526,FAM47E,ENSG00000189157
32527,PCDH18,ENSG00000189184
32528,LIN54,ENSG00000189308
32529,SPOCK3,ENSG00000196104
32530,FAT4,ENSG00000196159
32531,ADH7,ENSG00000196344
32532,AC021860.1,ENSG00000196355
32533,AC106045.2,ENSG00000196377
32534,RP13-644M16.4,ENSG00000196472
32535,GK2,ENSG00000196475
32536,ARL9,ENSG00000196503
32537,AFAP1,ENSG00000196526
32538,ADH1B,ENSG00000196616
32539,UGT2B15,ENSG00000196620
32540,AC004057.1,ENSG00000196656
32541,AC098859.1,ENSG00000196691
32542,MAML3,ENSG00000196782
32543,C4orf42,ENSG00000196810
32544,RP11-425I13.3,ENSG00000196951
32545,TRIM75,ENSG00000197042
32546,DTHD1,ENSG00000197057
32547,HTT,ENSG00000197386
32548,DCHS2,ENSG00000197410
32549,GYPE,ENSG00000197465
32550,RP11-747H12.1,ENSG00000197468
32551,ZNF595,ENSG00000197701
32552,FAM114A1,ENSG00000197712
32553,C4orf22,ENSG00000197826
32554,UGT2B17,ENSG00000197888
32555,ADH5,ENSG00000197894
32556,TMPRSS11F,ENSG00000198092
32557,ADH4,ENSG00000198099
32558,ZNF732,ENSG00000198155
32559,HSD17B11,ENSG00000198189
